ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Political Ideology _1,Party Affiliation _1,Voting,G2-Timer_First Click,G2-Timer_Last Click,G2-Timer_Page Submit,G2-Timer_Click Count,g2-field-study,g2-field-work,g2q2_1,g2q2_2,g2q3a,g2q3b,g2q3c,g2p4_1,g2p4_2,G1-Timer_First Click,G1-Timer_Last Click,G1-Timer_Page Submit,G1-Timer_Click Count,G1_control,G1_republican,G1_democratic,G1_Q2_allgroups,G1_Q3_allgroups,G1_Q4_allgroups,G3-Timer_First Click,G3-Timer_Last Click,G3-Timer_Page Submit,G3-Timer_Click Count,g3q1_1,g3q1_2,g3q1_3,g3q3,g3q2-attention check,G5_timer_First Click,G5_timer_Last Click,G5_timer_Page Submit,G5_timer_Click Count,G5q1_trust_headline,G5q2_successful,G5q3_trust_platforms_1,G5q3_trust_platforms_2,G5q3_trust_platforms_3,G5q3_trust_platforms_4,G5q3_trust_platforms_5,G7_timer_First Click,G7_timer_Last Click,G7_timer_Page Submit,G7_timer_Click Count,G7Q1,G7Q2,G7Q3,G7Q4,G13-Timer_First Click,G13-Timer_Last Click,G13-Timer_Page Submit,G13-Timer_Click Count,G13_DV,G14_timer_First Click,G14_timer_Last Click,G14_timer_Page Submit,G14_timer_Click Count,G14_Axis1_IOcooperat,G14_Axis1_sovereignt,G14_Axis2_democracy,G14_Axis2_strongman,G14_Axis2_majority,G14_Axis2_constituti,Overall_ManipulCheck,Overall_ManipulCheck_DO,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,state,Create New Field or Choose From Dropdown...,FL_76_DO,Group2_Gender&AcademicCapability-FirstHalf_DO,Group1_CampaignFinance_DO,Group3_ImmigrantsOrigins_DO,Group5_MistrustSocialMedia_DO,Group7_JunkfoodAds_DO,Group13_AITrust_DO,Group14_Authoritarianism&AmericanRights_DO
R_61jPCZ5tOJ6rktT,40.9051,-74.0796,anonymous,EN,0.899999976,Yes,Male,,2002,Black or African American,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$75,000-$99,999",New Jersey,Suburban,,Moderate,Democrat,Democratic candidate,1.846,31.164,32.314,10,law,lawyer,Average,Good,,Natural brilliance,,Average,Excellent,1.732,63.774,64.257,8,Neither support or oppose,,,"Democrats, by a little","tes, because i don’t know tbh",Yes,0.978,61.698,62.185,15,To a small extent,To a somewhat great extent,To a great extent,"Yes, I have close family members who are immigrants.",The impact of climate change on the American society,3.553,35.851,36.885,18,Can't say,Likely,Uncertain/Undecided,Unlikely,Likely,Likely,Likely,2.728,18.968,30.801,10,Yes,Moderate,I'd grab it instantly!,Agree,0.876,12.714,17.971,8,Human alone,2.688,23.334,25.172,17,Strongly Agree,Neutral,Agree,Neutral,Strongly Disagree,Neutral,A case heard and decided by the International Criminal Court,Trust of social media platforms|A case heard and decided by the International Criminal Court|Campaign finance or donation limit|Evaluating a student's academic performance,68199b1e-3353-c55a-a7f6-6e575c6447b5,22,1,19,2,1,4,3,1,12528,,,Group5_MistrustSocialMedia|Group1_CampaignFinance|Group3_ImmigrantsOrigins|Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_instagram|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7ruxrMpWmZXeE9Z,40.7126,-74.0066,anonymous,EN,1,Yes,Male,,1966,White,Not Hispanic or Latino,"Some college, but no degree",Other,"Less than $25,000",New York,Rural,,Somewhat Conservative,Lean Republican,Republican candidate,7.43,50.628,51.756,12,CAD,Disabled ,Excellent,Excellent,,,Natural brilliance,Excellent,Excellent,20.188,54.84,55.825,8,,,Support,Both parties receive similar amounts,10000,No,17.793,44.581,45.88,6,To a great extent,To a moderate extent,To a great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,10.14,37.393,38.641,12,Strongly Distrust,Unlikely,Unlikely,Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,6.779,63.081,63.879,11,Yes,Unhealthy,I'd politely pass.,Agree,22.274,33.745,34.392,3,Human assisted by AI,8.772,51.6,52.496,12,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Trust of social media platforms,68199b12-794e-1999-78fe-69ee546f1898,58,1,2,1,1,4,6,1,13733,,,Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group7_JunkfoodAds|Group14_Authoritarianism&AmericanRights|Group5_MistrustSocialMedia|Group13_AITrust,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5jdgZXKGUIQROdB,40.0264,-88.5612,anonymous,EN,0.899999976,Yes,Male,,1957,White,Not Hispanic or Latino,Bachelor’s degree,Working part-time,"Less than $25,000",Illinois,Suburban,,Somewhat Conservative,Republican,Republican candidate,1.123,20.371,21.072,8,bachelor of sciences,insurance,Excellent,Good,,,Strong work ethic,Excellent,Good,1.342,23.151,24.523,6,Support,,,"Republicans, by a little",1000,No,3.712,17.529,18.405,9,To a very small extent,To a very small extent,To a very small extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,6.634,14.761,15.865,12,Can't say,Can't say,Unlikely,Unlikely,Uncertain/Undecided,Very Unlikely,Unlikely,5.949,32.484,33.131,9,Yes,Healthy,I'd politely pass.,Agree,3.199,12.918,24.808,4,Human assisted by AI,2.901,40.668,41.633,16,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Campaign finance or donation limit,Trust of social media platforms|A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Campaign finance or donation limit,68199bfb-374b-7dc0-bf5e-3a7c3528ff86,68,1,2,1,1,6,2,2,61704,,,Group13_AITrust|Group1_CampaignFinance|Group5_MistrustSocialMedia|Group7_JunkfoodAds|Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_11ZLnwUICipBa3K,36.0683,-119.0343,anonymous,EN,0.899999976,Yes,Male,,1986,White,Not Hispanic or Latino,High school diploma or GED,Unemployed and looking for work,"Less than $25,000",California,Rural,,Somewhat Conservative,Lean Republican,Republican candidate,3.072,76.967,79.528,10,Accounting ,Payroll clerk,Good,Average,,,Natural brilliance,Terrible,Terrible,12.274,46.014,67.757,8,,Neither support or oppose,,Both parties receive similar amounts,0 to whatever ,No,1.483,59.414,62.151,11,To a moderate extent,To a moderate extent,To a moderate extent,"Yes, I have friends who are immigrants.,Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,2.433,59.581,60.601,12,Distrust,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,3.257,75.519,76.859,13,Yes,Moderate,I'd probably say yes.,Neither Agree nor Disagree,1.977,56.722,58.149,11,Human assisted by AI,2.455,72.834,73.861,15,Neutral,Neutral,Agree,Strongly Disagree,Disagree,Strongly Agree,Evaluating a student's academic performance,Campaign finance or donation limit|Trust of social media platforms|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court,68199a98-da85-5328-66e6-08a810d1d7ad,38,1,1,1,1,2,2,4,591,,,Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights|Group5_MistrustSocialMedia|Group1_CampaignFinance|Group7_JunkfoodAds|Group13_AITrust,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_instagram|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_6flqwIyMX1OilQE,40.7038,-111.5437,anonymous,EN,0.899999976,Yes,Female,,1948,White,Not Hispanic or Latino,Bachelor’s degree,Retired,"$25,000-$49,999",Utah,Suburban,,Moderate,Lean Republican,Democratic candidate,26.485,91.289,92.369,7,INTERIOR ENVIRONMENT,RETIRED,Excellent,Excellent,Strong work ethic,,,Excellent,Excellent,18.121,51.487,53.24,7,,Support,,Both parties receive similar amounts,one million,No,23.227,43.67,44.993,6,To a great extent,To a great extent,To a great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,14.135,33.147,34.562,10,Strongly Distrust,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,4.231,27.055,42.445,10,No,Healthy,I'd definitely say no.,Disagree,19.825,24.809,26.001,3,Human assisted by AI,6.798,45.155,46.268,10,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Trust of social media platforms,68199b75-c454-0bea-e427-1d1ecf5aaa5c,76,2,9,1,1,4,2,4,84663,,,Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group7_JunkfoodAds|Group13_AITrust|Group5_MistrustSocialMedia,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_tiktok|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5ilgH0VZkT2Uc17,34.0486,-85.9172,anonymous,EN,1,Yes,Female,,1964,White,Not Hispanic or Latino,Associates or technical degree,Unemployed and looking for work,"Less than $25,000",Alabama,Suburban,,Moderate,Democrat,Democratic candidate,9.202,68.551,69.547,11,N/A,N/S,Excellent,Excellent,,,Natural brilliance,Excellent,Excellent,10.325,51.008,53.743,8,Somewhat support,,,"Republicans, by a lot",100000,No,19.373,46.666,47.553,11,To a very great extent,To a very great extent,To a very great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,23.972,57.656,59.401,17,Strongly Distrust,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,12.268,67.906,69.445,12,Yes,Moderate,I'd grab it instantly!,Strongly Agree,18.072,26.399,27.286,4,Human alone,16.461,69.459,70.858,22,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Trust of social media platforms|Campaign finance or donation limit|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court,68199b1d-88b6-e13b-e611-46072a264e60,61,2,1,1,1,-3105,1,3,35901,,,Group1_CampaignFinance|Group7_JunkfoodAds|Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia|Group13_AITrust|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_3ShCWDjDJX1wUSJ,41.3219,-73.0816,anonymous,EN,1,Yes,Female,,1984,Black or African American,Not Hispanic or Latino,High school diploma or GED,Unemployed and looking for work,"Less than $25,000",Connecticut,Suburban,,Very Concservative,Strong Democrat,Democratic candidate,3.624,19.323,19.632,9,None applicable ,Customer service ,Average,Good,,,Natural brilliance,Excellent,Excellent,9.391,30.254,30.684,16,,,Support,"Democrats, by a lot",None applicable ,Yes,3.371,9.512,23.3,10,To a very great extent,To a great extent,To a very great extent,"Yes, I have close family members who are immigrants.",The impact of climate change on the American society,1.587,14.522,16.147,17,Strongly Distrust,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,Very Likely,1.522,47.182,49.072,15,Yes,Very Healthy,I'd grab it instantly!,Strongly Agree,2.693,13.961,16.862,6,Human alone,0.769,10.228,18.648,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Campaign finance or donation limit,Campaign finance or donation limit|Evaluating a student's academic performance|Trust of social media platforms|A case heard and decided by the International Criminal Court,68199c8b-6383-cfcd-8909-9a14246ee0eb,40,2,1,2,1,2,4,1,6614,,,Group5_MistrustSocialMedia|Group14_Authoritarianism&AmericanRights|Group1_CampaignFinance|Group13_AITrust|Group7_JunkfoodAds|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_BlogWrit|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_3DZEgeHBCDqduls,39.5214,-85.7769,anonymous,EN,0.899999976,Yes,Male,,1948,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Retired,"$50,000-$74,999",Indiana,Rural,,Moderate,Independent,Neither - voted for an independent candidate,3.189,42.901,43.944,6,Criminal Justice,Criminal Justice,Average,Average,Natural brilliance,,,Average,Average,12.811,43.708,51.389,8,,,Somewhat oppose,Both parties receive similar amounts,0,No,16.361,23.394,24.548,6,Not at all,Not at all,Not at all,I’m not sure.,I don't know / I don't remember,9.468,40.877,42.015,17,Can't say,Can't say,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,8.499,80.443,81.874,10,Yes,Moderate,I'd definitely say no.,Neither Agree nor Disagree,4.65,18.762,20.106,4,Collaboration between AI and Human (50-50),8.09,25.138,26.513,11,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Evaluating a student's academic performance,A case heard and decided by the International Criminal Court|Trust of social media platforms|Campaign finance or donation limit|Evaluating a student's academic performance,68199b4c-4cd1-60c3-4a0b-71d9bfb96dd4,77,1,13,1,1,7,3,2,46176,,,Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group13_AITrust,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_Collab|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7to4cwBd4f6Dvu9,35.6211,-97.4757,anonymous,EN,1,Yes,Female,,1959,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"$50,000-$74,999",Oklahoma,Suburban,,Somewhat Liberal,Democrat,Democratic candidate,5.705,68.656,69.806,5,business,business,Excellent,Excellent,,,Strong work ethic,Excellent,Excellent,13.692,62.754,64.142,4,,,Support,"Republicans, by a lot",1000000,No,36.606,74.046,75.338,6,To a moderate extent,To a moderate extent,To a moderate extent,"Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,21.131,46.171,47.501,7,Distrust,Unlikely,Very Unlikely,Unlikely,Unlikely,Very Unlikely,Unlikely,335.023,365.822,367.164,5,Yes,Moderate,I'd probably say yes.,Neither Agree nor Disagree,37.804,37.804,40.232,1,Human assisted by AI,10.449,64.057,65.203,6,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|Trust of social media platforms|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court,68199a10-bee5-0727-7904-44d6f8611245,65,2,12,1,1,4,1,3,73013,,,Group13_AITrust|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group5_MistrustSocialMedia|Group7_JunkfoodAds|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5e99RARVx84FvQK,41.6042,-87.8872,anonymous,EN,0.699999988,Yes,Female,,1974,White,Not Hispanic or Latino,Associates or technical degree,Other,"Less than $25,000",Illinois,Suburban,,Somewhat Conservative,Republican,Republican candidate,1.337,37.984,39.461,8,Financr,Sales ,Excellent,Excellent,,,Natural brilliance,Excellent,Excellent,9.5,34.803,35.475,8,,,Somewhat oppose,"Democrats, by a lot",100000,No,3.67,30.654,31.274,8,To a very small extent,To a very small extent,Not at all,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,19.123,46.108,47.144,13,Distrust,Very Unlikely,Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,2.602,71.307,71.996,13,Yes,Moderate,I'd politely pass.,Agree,11.529,23.845,24.581,3,Collaboration between AI and Human (50-50),4.814,34.945,35.643,12,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,A case heard and decided by the International Criminal Court,A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Campaign finance or donation limit|Trust of social media platforms,68199c34-9394-7ef4-1709-0a5d63d83380,51,2,2,1,1,5,2,2,60803,,,Group1_CampaignFinance|Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia|Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_tiktok|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7w4QRj174CnEEmC,33.491,-112.1699,anonymous,EN,1,Yes,Male,,1993,Two or more races,Not Hispanic or Latino,Associates or technical degree,Working full-time,"$50,000-$74,999",Arizona,Suburban,,Very Concservative,Republican,Republican candidate,2.791,48.696,52.133,11,Emergency Medical Technician ,Emergency Medical Technician ,Excellent,Excellent,,,Natural brilliance,Excellent,Excellent,12.161,64.734,66.532,9,Support,,,"Democrats, by a lot",I think the individual contribution amounts are okay to a candidate however when it comes to a company or organization for some reason they can donate insurmountable amounts of money and I think that's bad,No,20.695,58.19,61.355,9,To a great extent,To a moderate extent,To a very great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,3.729,38.973,40.168,14,Can't say,Very Unlikely,Uncertain/Undecided,Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,1.524,19.389,31.551,9,Yes,Moderate,I'd definitely say no.,Strongly Disagree,6.413,37.662,42.972,3,AI assisted with Human,61.915,199.894,200.5,19,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Trust of social media platforms|Evaluating a student's academic performance,68199abc-fad8-9e96-e376-53408e034887,31,1,11,1,1,3,2,4,89108,,,Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group13_AITrust|Group1_CampaignFinance|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_BlogWrit|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_1yrSKzSRELMZYqL,40.6199,-74.3111,anonymous,EN,1,Yes,Female,,1949,White,Not Hispanic or Latino,High school diploma or GED,Retired,"$25,000-$49,999",New Jersey,Suburban,,Somewhat Liberal,Strong Democrat,Democratic candidate,5.296,59.28,60.694,8,None,Retired,Good,Good,,Natural brilliance,,Excellent,Excellent,17.201,75.351,78.923,15,,Neither support or oppose,,"Republicans, by a lot",500000,No,7.089,63.459,65.639,11,To a great extent,To a great extent,To a great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,30.084,75.108,76.7,16,Distrust,Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,8.322,30.463,32.347,9,No,Healthy,I'd definitely say no.,Disagree,23.481,25.792,28.164,2,Human alone,22.996,90.647,91.5,23,Agree,Agree,Strongly Agree,Disagree,Disagree,Neutral,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|Trust of social media platforms|A case heard and decided by the International Criminal Court|Campaign finance or donation limit,68199b54-a570-84e6-fb4c-dc065f8f53a4,76,2,6,1,1,2,8,1,8902,,,Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins|Group7_JunkfoodAds|Group5_MistrustSocialMedia|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_191tXHiqxfQHZGF,34.6802,-79.195,anonymous,EN,0.899999976,Yes,Male,,1990,White,Not Hispanic or Latino,"Some college, but no degree",Working full-time,"$50,000-$74,999",North Carolina,Urban,,Very Liberal,Strong Democrat,Democratic candidate,1.351,53.464,55.267,8,Accounting ,Accountant ,Terrible,Terrible,,,Strong work ethic,Terrible,Terrible,8.256,49.056,63.2,8,Support,,,Both parties receive similar amounts,4000000,Yes,5.229,46.076,47.072,10,To a great extent,To a very great extent,To a very great extent,"Yes, I have coworkers or acquaintances who are immigrants.",An immigrant who is applying for permanent residency in the United States,8.937,50.604,51.511,17,Trust,Likely,Likely,Very Likely,Likely,Likely,Likely,90.913,116.668,117.273,11,Yes,Healthy,I'd grab it instantly!,Strongly Agree,63.7,68.201,69.098,3,Human assisted by AI,45.93,66.048,66.89,14,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Trust of social media platforms|Evaluating a student's academic performance,68199a8e-4a22-8300-7cb5-6576c6a5162f,35,1,10,1,1,4,8,3,29576,,,Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group5_MistrustSocialMedia|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group13_AITrust,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_BlogWrit|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
